Date,Startup,Vertical,SubVertical,City,Investors,Round,Amount,Year,month_num,month_name,Month_Year,Investor_num
2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Angel Funding,1.7116,2017,3,March,March-2017,3
2017-03-17,FarMart,Technology,Farming rental equipment provider,Gurgaon,Indian Angel Network,Angel Funding,0.0,2017,3,March,March-2017,1
2017-03-21,Flipkart,eCommerce,ECommerce Marketplace,Bangalore,"Microsoft, eBay, Tencent Holdings",Private Funding,11981.2,2017,3,March,March-2017,3
2017-03-21,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Funding,31.40786,2017,3,March,March-2017,2
2017-03-21,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Funding,45.3574,2017,3,March,March-2017,1
2017-03-22,The Mons Co.,eCommerce,Pregnancy & Baby Care etailer,New Delhi,"Shripad Nadkarni, Nandu Nandkishore",Angel Funding,0.0,2017,3,March,March-2017,2
2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Angel Funding,1.634578,2017,3,March,March-2017,3
2017-03-23,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Funding,128.37,2017,3,March,March-2017,2
2017-03-23,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Funding,479.248,2017,3,March,March-2017,2
2017-03-24,Bizom,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Angel Funding,3.269156,2017,3,March,March-2017,1
2017-03-24,BabyonBoard,Consumer Internet,Parenting Mobile App,Bangalore,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Angel Funding,0.0,2017,3,March,March-2017,4
2017-03-24,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Funding,855.8,2017,3,March,March-2017,2
2017-03-27,Sport Flashes,Consumer Internet,Sports Based Online Media portal,New Delhi,"Vikas Bajaj, Amit Kharbanda,",Angel Funding,0.0,2017,3,March,March-2017,3
2017-03-28,Fynd,ECommerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Funding,4.279,2017,3,March,March-2017,1
2017-03-28,Wigzo,Technology,Enterprise Automation suite,New Delhi,3one4 capital,Private Funding,0.0,2017,3,March,March-2017,1
2017-03-28,DoneThing,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Funding,2.5674,2017,3,March,March-2017,1
2017-03-29,Zapyle,ECommerce,Luxury Fashion Marketplace,Bangalore,Undisclosed Investors,Angel Funding,0.0,2017,3,March,March-2017,1
2017-03-29,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Angel Funding,2.78135,2017,3,March,March-2017,2
2017-03-29,perpule,eCommerce,Self-Checkout ECommerce App,Bangalore,KStart Capital,Angel Funding,5.5627,2017,3,March,March-2017,1
2017-03-29,Byju\\xe2\\x80\\x99s,Consumer Internet,Online Education Platform,Bangalore,Verlinvest,Private Funding,0.0,2017,3,March,March-2017,1
2017-03-29,Licious,ECommerce,Online Meat Ordering platform,Bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Funding,85.58,2017,3,March,March-2017,4
2017-03-29,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Angel Funding,0.4279,2017,3,March,March-2017,3
2017-03-30,Indus OS,Technology,Mobile OS creator,Mumbai,"JSW Ventures, VenturEast",Private Funding,0.0,2017,3,March,March-2017,2
2017-03-30,Emflux Motors,Technology,Electric Motorcycle manufacturer,Bangalore,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Angel Funding,0.0,2017,3,March,March-2017,6
2017-03-30,Klinic App,Consumer Internet,Pathology & Diagnostic Tests Portal,Gurgaon,Om Chaudhry,Angel Funding,0.0,2017,3,March,March-2017,1
2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Angel Funding,1.32649,2017,3,March,March-2017,3
2017-03-31,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Funding,25.674,2017,3,March,March-2017,1
2017-03-31,BigBasket,ECommerce,Online Grocer,Bangalore,Trifecta Capital,Private Funding,59.906,2017,3,March,March-2017,1
2017-03-31,Rooter,Consumer Internet,Sports engagement platform,New Delhi,Intex Technologies,Private Funding,0.0,2017,3,March,March-2017,1
2017-03-31,FalconBrick,Technology,Real-Estate Workflow mobile app,Bangalore,"Satveer Thakral, LetsVenture, Mumbai Angels",Angel Funding,0.0,2017,3,March,March-2017,3
2017-03-31,Icertis,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,  Eight Roads Ventures",Private Funding,213.95,2017,3,March,March-2017,5
2017-02-02,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Angel Funding,0.0,2017,2,February,February-2017,1
2017-02-03,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Angel Funding,0.0,2017,2,February,February-2017,2
2017-02-06,Capital Float,Consumer Internet,Online lending platform,Bangalore,IFMR Capital Finance,Private Funding,21.395,2017,2,February,February-2017,1
2017-02-06,iManageMyHotel,Technology,Hotel Management Solution,Kolkata,Jaarvis Accelerator,Angel Funding,0.0,2017,2,February,February-2017,1
2017-02-07,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Angel Funding,3.8511,2017,2,February,February-2017,2
2017-02-07,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Funding,85.58,2017,2,February,February-2017,3
2017-02-08,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,Angel Funding,8.558,2017,2,February,February-2017,1
2017-02-08,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Funding,10.2696,2017,2,February,February-2017,2
2017-02-08,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Funding,470.69,2017,2,February,February-2017,1
2017-02-08,MindYourFleet,Technology,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",Angel Funding,0.0,2017,2,February,February-2017,2
2017-02-08,Edurev,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Angel Funding,0.34232,2017,2,February,February-2017,1
2017-02-09,Voonik,ECommerce,Women Apparel & Lifestyle etailer,Bangalore,"RB Investments, Sequoia Capital",Private Funding,51.348,2017,2,February,February-2017,2
2017-02-09,1Crowd,Finance,Startup Crowd-funding platform,Mumbai,Ganesh Natarajan,Angel Funding,0.0,2017,2,February,February-2017,1
2017-02-09,Wooplr,ECommerce,Women Fashion Portal,Bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Funding,68.464,2017,2,February,February-2017,3
2017-02-10,48East,ECommerce,Online Food Delivery Platform,Bangalore,Al Dhaheri family,Private Funding,4.279,2017,2,February,February-2017,1
2017-02-10,Redesyn,Consumer Internet,Tech Enabler for Artists,Mumbai,ThinQbate,Angel Funding,0.0,2017,2,February,February-2017,1
2017-02-13,Sigtuple,Technology,Medical Automation platform,Bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Funding,49.6364,2017,2,February,February-2017,6
2017-02-13,Flutura,Technology,Decision Sciences Analytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",Private Funding,64.185,2017,2,February,February-2017,2
2017-02-13,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Funding,27.3856,2017,2,February,February-2017,1
2017-02-13,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Funding,128.37,2017,2,February,February-2017,3
2017-02-13,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Angel Funding,2.82414,2017,2,February,February-2017,1
2017-02-13,Fyle,Technology,Expense Management Solution,Bangalore,Pravega Ventures,Angel Funding,3.4232,2017,2,February,February-2017,1
2017-02-14,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Angel Funding,2.5674,2017,2,February,February-2017,2
2017-02-14,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Funding,191.6992,2017,2,February,February-2017,1
2017-02-14,Connaizen,Technology,Data Analytics platform,New Delhi,Vikram Sud,Angel Funding,0.0,2017,2,February,February-2017,1
2017-02-15,Innov8,Consumer Internet,Co-Working Space Platform,New Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Angel Funding,0.0,2017,2,February,February-2017,10
2017-02-15,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bangalore,"PayU, Ribbit Capital, Omidyar Network",Private Funding,55.627,2017,2,February,February-2017,3
2017-02-15,AirZaar,Technology,Drone operations management platform,Missourie,Quake Capital,Angel Funding,2.9953,2017,2,February,February-2017,1
2017-02-16,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Funding,25.674,2017,2,February,February-2017,1
2017-02-16,YourStory,Consumer Internet,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Funding,25.674,2017,2,February,February-2017,4
2017-02-17,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Angel Funding,4.279,2017,2,February,February-2017,1
2017-02-17,The Ken,Consumer Internet,Online Media Platform,Bangalore,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Angel Funding,3.4232,2017,2,February,February-2017,8
2017-02-17,Urban Ladder,ECommerce,Online Furniture Store,Bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Funding,130.0816,2017,2,February,February-2017,4
2017-02-17,Aisle,Consumer Internet,Online match-making app,Bangalore,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Angel Funding,0.0,2017,2,February,February-2017,3
2017-02-17,TownScript,Consumer Internet,DIY event registration and ticketing portal,Pune,BookMyShow,Private Funding,0.0,2017,2,February,February-2017,1
2017-02-17,Leopetra,eCommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Angel Funding,0.34232,2017,2,February,February-2017,1
2017-02-18,Blood n Care,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Angel Funding,0.34232,2017,2,February,February-2017,1
2017-02-20,Flipkart,eCommerce,Online Marketplace,Bangalore,"Bennett, Coleman and Co. Ltd (BCCL)",Private Funding,331.1946,2017,2,February,February-2017,2
2017-02-21,True Balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Funding,128.37,2017,2,February,February-2017,2
2017-02-22,Vebbler,Consumer Internet,Photo Sharing for Groups,Bangalore,Facebook FBStart,Angel Funding,0.34232,2017,2,February,February-2017,1
2017-02-23,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Funding,9.4138,2017,2,February,February-2017,4
2017-02-23,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Angel Funding,0.0,2017,2,February,February-2017,4
2017-02-24,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Angel Funding,0.0,2017,2,February,February-2017,2
2017-02-27,Staydobe,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,Ishan Manaktala,Angel Funding,0.0,2017,2,February,February-2017,1
2017-02-27,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Angel Funding,3.20925,2017,2,February,February-2017,5
2017-02-27,Johari Shop,ECommerce,Online Jewellery etailer,Bangalore,Undisclosed Investors,Angel Funding,0.804452,2017,2,February,February-2017,1
2017-02-28,NeoStencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Funding,8.558,2017,2,February,February-2017,2
2017-02-28,Blackbuck,Logistics,Online freight aggregator,Bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Funding,599.06,2017,2,February,February-2017,5
2017-01-02,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Angel Funding,3.132228,2017,1,January,January-2017,3
2017-01-03,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Angel Funding,7.06035,2017,1,January,January-2017,1
2017-01-03,GoFynd,ecommerce,Fashion ecommerce portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Angel Funding,0.0,2017,1,January,January-2017,3
2017-01-03,Vow Car Clinic,Consumer Internet,Online/App Based Car cleaning service provider,Gurgaon,Vishal Malik,Angel Funding,0.0,2017,1,January,January-2017,1
2017-01-04,LearnTron,Technology,Blended Learning Delivery App for Schools & Corporates,Chennai,Kae Capital,Angel Funding,0.0,2017,1,January,January-2017,1
2017-01-05,MobiDent,Consumer Internet,Dentist Appointments booking platform,Bangalore,DanGold Investment Corp,Private Funding,0.0,2017,1,January,January-2017,1
2017-01-05,Yostra,Technology,Healthcare Technology Solutions,Bangalore,"Marico Innovation Foundation (MIF), Villgro",Private Funding,0.0,2017,1,January,January-2017,2
2017-01-06,Leap India,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Funding,111.254,2017,1,January,January-2017,3
2017-01-07,FreeCharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Funding,487.806,2017,1,January,January-2017,1
2017-01-09,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Funding,299.53,2017,1,January,January-2017,1
2017-01-10,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Funding,6.8464,2017,1,January,January-2017,1
2017-01-10,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Funding,42.79,2017,1,January,January-2017,2
2017-01-10,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Funding,19.2555,2017,1,January,January-2017,3
2017-01-10,DriveSkool,Consumer Internet,online marketplace for driving schools,Bangalore,Aavya Ventures,Angel Funding,0.0,2017,1,January,January-2017,1
2017-01-10,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bangalore,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Angel Funding,0.8558,2017,1,January,January-2017,4
2017-01-10,LensKart,eCommerce,Online eyewear retailer,Bangalore,Ronnie Screwvala,Private Funding,29.953,2017,1,January,January-2017,1
2017-01-11,InstaOffice,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Zishaan Hayath, Karan Chellani, Mohit Satyan",Angel Funding,0.0,2017,1,January,January-2017,3
2017-01-12,Hansel.io,Consumer Internet,Real-time Mobile App Management Platform,Bangalore,"IDG Ventures, Endiya Partners",Private Funding,11.5533,2017,1,January,January-2017,2
2017-01-12,Square Yards,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Lohia Group, Andre Hoffman",Private Funding,85.58,2017,1,January,January-2017,2
2017-01-13,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Funding,35.0878,2017,1,January,January-2017,1
2017-01-13,PaisaWapas,Consumer Internet,Cashback & Coupons platform,Bangalore,Vividhity Ventures,Angel Funding,0.0,2017,1,January,January-2017,1
2017-01-13,iService,Consumer Internet,Gadgets Repair & Service Booking platform,Bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Angel Funding,3.76552,2017,1,January,January-2017,3
2017-01-14,Unacademy,Consumer Internet,Online learning platform,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Funding,38.511,2017,1,January,January-2017,2
2017-01-14,SecururAX,Technology,Cloud-based solutions provider,Bangalore,"Axilor Ventures, Parampara Early Stage Opportunities Fund & Others",Private Funding,0.0,2017,1,January,January-2017,2
2017-01-16,Leadburg,Consumer Internet,Personality Development Mobile App,Bangalore,"Harsh V. Pant, Ratheesh Raveendran",Angel Funding,0.0,2017,1,January,January-2017,2
2017-01-16,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Bangalore,"Nexus Venture Partners, Innoven Capital",Private Funding,42.79,2017,1,January,January-2017,2
2017-01-16,Oi Media,Technology,SAAS Based Media Marketing platform,New Delhi,Quarizon,Angel Funding,0.0,2017,1,January,January-2017,1
2017-01-16,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Angel Funding,5.9906,2017,1,January,January-2017,1
2017-01-17,Curiositi,Consumer Internet,Online Learning Platform,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",Private Funding,6.8464,2017,1,January,January-2017,2
2017-01-17,TinyStep,Consumer Internet,Parenting Info & Social Network,Bangalore,Flipkart,Private Funding,17.116,2017,1,January,January-2017,1
2017-01-17,Practo,Consumer Internet,Online Healthcare platform,Bangalore,"Tencent,  ru-Net, RSI Fund, Thrive Capital",Private Funding,470.69,2017,1,January,January-2017,4
2017-01-17,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,Angel Funding,3.774078,2017,1,January,January-2017,1
2017-01-17,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Angel Funding,4.279,2017,1,January,January-2017,1
2017-01-17,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bangalore,"Ajith Nair, Anish K",Angel Funding,1.258026,2017,1,January,January-2017,2
2017-01-18,Kratikal,Technology,Cyber Security Solution provider,New Delhi,"Amajit Gupta, Praveen Dubey, J.P. Bhatt",Angel Funding,0.0,2017,1,January,January-2017,3
2017-01-18,Direct Create,eCommerce,B2B Marketplace for Handicrafts,Gurgaon,Rajasthan Venture Capital Fund,Angel Funding,0.0,2017,1,January,January-2017,1
