Date,Startup,Vertical,SubVertical,City,Investors,Round,Amount,Year,month_num,month_name,Month_Year,Investor_num
2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Funding,25.674,2015,9,September,September-2015,2
2015-09-14,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Funding,1925.55,2015,9,September,September-2015,4
2015-09-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Funding,17.116,2015,9,September,September-2015,1
2015-09-15,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Funding,36.3715,2015,9,September,September-2015,2
2015-09-15,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Angel Funding,0.0,2015,9,September,September-2015,1
2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Angel Funding,8.558,2015,9,September,September-2015,3
2015-09-15,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Angel Funding,2.5674,2015,9,September,September-2015,1
2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Angel Funding,0.0,2015,9,September,September-2015,1
2015-09-16,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Funding,85.58,2015,9,September,September-2015,1
2015-09-16,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Angel Funding,3.50878,2015,9,September,September-2015,1
2015-09-16,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Angel Funding,3.8511,2015,9,September,September-2015,1
2015-09-17,UniLog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Funding,0.0,2015,9,September,September-2015,1
2015-09-17,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Angel Funding,0.0,2015,9,September,September-2015,1
2015-09-17,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Funding,641.85,2015,9,September,September-2015,2
2015-09-17,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Angel Funding,5.1348,2015,9,September,September-2015,1
2015-09-18,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Angel Funding,2.9953,2015,9,September,September-2015,4
2015-09-18,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Funding,9.8417,2015,9,September,September-2015,4
2015-09-18,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Angel Funding,1.2837,2015,9,September,September-2015,1
2015-09-18,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Angel Funding,1.2837,2015,9,September,September-2015,1
2015-09-19,DailyNinja,Hyperlocal Delivery Platform,,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Angel Funding,0.0,2015,9,September,September-2015,4
2015-09-21,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Funding,320.925,2015,9,September,September-2015,4
2015-09-21,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Angel Funding,2.01113,2015,9,September,September-2015,1
2015-09-21,DishCo,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Angel Funding,0.0,2015,9,September,September-2015,4
2015-09-21,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Angel Funding,1.06975,2015,9,September,September-2015,1
2015-09-21,ConnectAbank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Angel Funding,0.0,2015,9,September,September-2015,1
2015-09-22,VillFarm,Sustainable Agri-inputs Firm,,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Angel Funding,0.0,2015,9,September,September-2015,4
2015-09-22,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Funding,25.674,2015,9,September,September-2015,2
2015-09-22,GameXS.in,Pre-owned games Marketplace,,New Delhi,Lead Angels,Angel Funding,0.0,2015,9,September,September-2015,1
2015-09-22,The Man Company,Content-based Subscription eCommerce platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Angel Funding,0.0,2015,9,September,September-2015,3
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Funding,6.8464,2015,9,September,September-2015,1
2015-09-22,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Angel Funding,3.4232,2015,9,September,September-2015,1
2015-09-22,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Funding,85.58,2015,9,September,September-2015,1
2015-09-22,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Angel Funding,2.5674,2015,9,September,September-2015,1
2015-09-23,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Angel Funding,0.0,2015,9,September,September-2015,1
2015-09-23,Amigobulls,Stock Market Portal,,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Angel Funding,0.0,2015,9,September,September-2015,4
2015-09-23,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Funding,10.2696,2015,9,September,September-2015,1
2015-09-23,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Funding,19.2555,2015,9,September,September-2015,3
2015-09-23,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Funding,14.9765,2015,9,September,September-2015,5
2015-09-24,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Funding,28.2414,2015,9,September,September-2015,1
2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Angel Funding,3.4232,2015,9,September,September-2015,5
2015-09-24,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Funding,17.116,2015,9,September,September-2015,2
2015-09-24,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Angel Funding,8.558,2015,9,September,September-2015,2
2015-09-25,TravelKhana,online meal-booking platform for train travelers,,New Delhi,Astarc Ventures & Others,Angel Funding,0.0,2015,9,September,September-2015,1
2015-09-28,Quickli,hyperlocal delivery platform,,New Delhi,"500 Startups, Mato Peric & Others",Angel Funding,0.0,2015,9,September,September-2015,2
2015-09-28,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Funding,256.74,2015,9,September,September-2015,1
2015-09-29,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Funding,5819.44,2015,9,September,September-2015,2
2015-09-29,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Funding,855.8,2015,9,September,September-2015,1
2015-09-29,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Funding,308.088,2015,9,September,September-2015,2
2015-09-29,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Angel Funding,0.0,2015,9,September,September-2015,1
2015-09-29,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Angel Funding,0.0,2015,9,September,September-2015,1
2015-09-29,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Angel Funding,2.9953,2015,9,September,September-2015,1
2015-09-29,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Angel Funding,0.0,2015,9,September,September-2015,2
2015-09-30,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Funding,42.79,2015,9,September,September-2015,2
2015-09-30,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Angel Funding,8.558,2015,9,September,September-2015,1
2015-09-30,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Angel Funding,0.0,2015,9,September,September-2015,6
2015-09-30,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Angel Funding,8.558,2015,9,September,September-2015,3
2015-08-01,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Funding,4279.0,2015,8,August,August-2015,3
2015-08-01,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Angel Funding,3.4232,2015,8,August,August-2015,1
2015-08-03,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-03,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Funding,42.79,2015,8,August,August-2015,1
2015-08-03,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-03,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Angel Funding,0.0,2015,8,August,August-2015,6
2015-08-03,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,  Lightspeed India",Private Funding,855.8,2015,8,August,August-2015,4
2015-08-03,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-03,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Funding,82.1568,2015,8,August,August-2015,2
2015-08-04,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Funding,11.1254,2015,8,August,August-2015,2
2015-08-05,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Angel Funding,5.5627,2015,8,August,August-2015,2
2015-08-05,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Angel Funding,11.1254,2015,8,August,August-2015,4
2015-08-05,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Funding,256.74,2015,8,August,August-2015,2
2015-08-05,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Funding,25.674,2015,8,August,August-2015,2
2015-08-05,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Angel Funding,4.279,2015,8,August,August-2015,3
2015-08-05,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Angel Funding,0.0,2015,8,August,August-2015,2
2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Angel Funding,6.71803,2015,8,August,August-2015,3
2015-08-06,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-06,Appvigil,App security  testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Angel Funding,4.279,2015,8,August,August-2015,4
2015-08-06,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Funding,770.22,2015,8,August,August-2015,7
2015-08-06,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Angel Funding,0.0,2015,8,August,August-2015,2
2015-08-06,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Angel Funding,0.0,2015,8,August,August-2015,2
2015-08-06,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Angel Funding,5.9906,2015,8,August,August-2015,8
2015-08-06,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Funding,213.95,2015,8,August,August-2015,5
2015-08-06,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Funding,0.0,2015,8,August,August-2015,5
2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Angel Funding,5.39154,2015,8,August,August-2015,1
2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Funding,4.279,2015,8,August,August-2015,3
2015-08-07,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Funding,0.0,2015,8,August,August-2015,2
2015-08-07,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-07,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-10,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Funding,4.279,2015,8,August,August-2015,2
2015-08-10,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Angel Funding,0.68464,2015,8,August,August-2015,2
2015-08-10,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Angel Funding,0.0,2015,8,August,August-2015,2
2015-08-10,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Angel Funding,2.1395,2015,8,August,August-2015,1
2015-08-10,NearBuy (previously  groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Funding,136.928,2015,8,August,August-2015,1
2015-08-10,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Angel Funding,2.1395,2015,8,August,August-2015,4
2015-08-10,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Funding,8.558,2015,8,August,August-2015,1
2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Funding,256.74,2015,8,August,August-2015,1
2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Funding,68.464,2015,8,August,August-2015,2
2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Angel Funding,13.6928,2015,8,August,August-2015,1
2015-08-11,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Angel Funding,0.8558,2015,8,August,August-2015,1
2015-08-11,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Funding,171.16,2015,8,August,August-2015,1
2015-08-11,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Funding,539.154,2015,8,August,August-2015,1
2015-08-12,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Funding,64.185,2015,8,August,August-2015,2
2015-08-12,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Funding,427.9,2015,8,August,August-2015,1
2015-08-12,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Angel Funding,6.58966,2015,8,August,August-2015,2
2015-08-12,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Funding,21.395,2015,8,August,August-2015,5
2015-08-13,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",Angel Funding,4.279,2015,8,August,August-2015,4
2015-08-13,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Funding,213.95,2015,8,August,August-2015,3
2015-08-13,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Angel Funding,0.0,2015,8,August,August-2015,2
2015-08-13,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Funding,34.232,2015,8,August,August-2015,1
2015-08-14,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Angel Funding,0.8558,2015,8,August,August-2015,1
2015-08-14,Trukky,Logistics service platform,,Ahemdabad,"Gujarat based angel investors, MMY co-Founder",Angel Funding,2.09671,2015,8,August,August-2015,2
2015-08-14,VanityCube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-17,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Angel Funding,1.88276,2015,8,August,August-2015,1
2015-08-17,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Angel Funding,0.0,2015,8,August,August-2015,4
2015-08-17,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Angel Funding,1.36928,2015,8,August,August-2015,2
2015-08-17,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Funding,0.0,2015,8,August,August-2015,1
2015-08-17,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-17,MSM Box,Beauty & Lifestyle platform,,New Delhi,Rohit Goel,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-17,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Angel Funding,2.65298,2015,8,August,August-2015,4
2015-08-17,Gadgets 360,Car & Bike ecommerce platform,,New Delhi,One97 Communications,Private Funding,0.0,2015,8,August,August-2015,1
2015-08-18,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Funding,128.37,2015,8,August,August-2015,1
2015-08-18,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Funding,35.9436,2015,8,August,August-2015,2
2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Angel Funding,8.558,2015,8,August,August-2015,3
2015-08-18,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Angel Funding,0.0,2015,8,August,August-2015,4
2015-08-18,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Funding,0.0,2015,8,August,August-2015,2
2015-08-18,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Funding,8.558,2015,8,August,August-2015,1
2015-08-19,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Funding,20.5392,2015,8,August,August-2015,1
2015-08-19,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Angel Funding,0.0,2015,8,August,August-2015,3
2015-08-19,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Funding,171.16,2015,8,August,August-2015,1
2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Angel Funding,1.335048,2015,8,August,August-2015,1
2015-08-20,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Angel Funding,5.1348,2015,8,August,August-2015,1
2015-08-20,Bluegape.com,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Angel Funding,5.1348,2015,8,August,August-2015,3
2015-08-21,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Angel Funding,4.279,2015,8,August,August-2015,2
2015-08-24,Jolly Food Fellow,Food Customer analytics platform,,Ahemdabad,The 1947,Angel Funding,2.5674,2015,8,August,August-2015,1
2015-08-24,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Angel Funding,3.4232,2015,8,August,August-2015,1
2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,,Kolkata,Prime Capital Markets Ltd,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-24,rBus,Tech enabled AC bus service,,Mumbai,"India Quotient, Anupam Mittal & others",Angel Funding,0.0,2015,8,August,August-2015,2
2015-08-25,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Funding,8.558,2015,8,August,August-2015,4
2015-08-25,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Funding,25.674,2015,8,August,August-2015,2
2015-08-25,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Funding,34.232,2015,8,August,August-2015,5
2015-08-25,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Angel Funding,2.1395,2015,8,August,August-2015,1
2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Angel Funding,0.8558,2015,8,August,August-2015,1
2015-08-26,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Angel Funding,3.4232,2015,8,August,August-2015,3
2015-08-26,EzySolare,solar products and services marketplace,,Ahemdabad,Infuse Ventures,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-26,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Angel Funding,4.279,2015,8,August,August-2015,1
2015-08-27,InstaSafe,Private Cloud Networks SAAS platform,,Bangalore,Group of Investors,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-27,Eazy Coach,Education Marketplace,,Kolkata,Ravi Agarwal,Angel Funding,0.0,2015,8,August,August-2015,1
2015-08-27,Djubo.com,Cloud Based Hotel Sales Platform,,New Delhi,Ibibo Group,Private Funding,0.0,2015,8,August,August-2015,1
2015-08-28,BetterButter.in,online recipe sharing platform,,New Delhi,"Growx Ventures, Manish Singhal",Angel Funding,0.0,2015,8,August,August-2015,2
2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Funding,17.116,2015,8,August,August-2015,1
2015-08-28,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Angel Funding,1.36928,2015,8,August,August-2015,1
2015-08-29,iamwire,Digital Media publishing platform,,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Angel Funding,0.0,2015,8,August,August-2015,6
2015-08-31,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Angel Funding,2.5674,2015,8,August,August-2015,2
2015-08-31,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Funding,34.232,2015,8,August,August-2015,2
2015-08-31,Infinite Analytics,Big Data & predictive Analysis Platform,,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Funding,0.0,2015,8,August,August-2015,2
2015-07-01,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery, Tracxn Labs",Angel Funding,0.0,2015,7,July,July-2015,2
2015-07-01,Retigence Technologies,Business IT Intelligence Services,,Mumbai,Omnivore Partners,Private Funding,0.0,2015,7,July,July-2015,1
2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Angel Funding,8.558,2015,7,July,July-2015,2
2015-07-01,HandyHome,Hyperlocal Electronics repair Service,,Mumbai,"Bessemer Ventures, Kae Capital",Angel Funding,5.39154,2015,7,July,July-2015,2
2015-07-01,iDreamCareer,Ed-Tech Platform,,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Angel Funding,0.0,2015,7,July,July-2015,3
2015-07-01,Ola Cabs,Cab rental Mobile app,,Bangalore,Ratan Tata,Private Funding,0.0,2015,7,July,July-2015,1
2015-07-01,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Funding,115.533,2015,7,July,July-2015,3
2015-07-02,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Funding,513.48,2015,7,July,July-2015,3
2015-07-02,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Funding,42.79,2015,7,July,July-2015,1
2015-07-02,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Angel Funding,1.377838,2015,7,July,July-2015,4
2015-07-03,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Funding,55.627,2015,7,July,July-2015,1
2015-07-03,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay Shekhar Sharma,Private Funding,0.0,2015,7,July,July-2015,1
2015-07-03,Gingercrush,Custom Merchandize platform,,Ahemdabad,"Gokul Jaykrishna, Brand Capital",Angel Funding,8.558,2015,7,July,July-2015,2
2015-07-04,Elanic,P2P Pre-owned goods marketplace,,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Angel Funding,0.0,2015,7,July,July-2015,3
2015-07-04,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Angel Funding,3.38041,2015,7,July,July-2015,2
2015-07-05,Urban Tailor,Online Tailoring Services,,Bangalore,Group of angel investors,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-06,ConfirmtTkt,Rail Ticket Confirmation predictor,,Bangalore,Pravin Agarwala & others,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-06,Paper Boat,Ethnic Beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Funding,256.74,2015,7,July,July-2015,2
2015-07-06,getNow,Hyperlocal Goods marketplace,,Nagpur,Atulya Mittal,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-07,Wudstay,Budget Accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Funding,25.674,2015,7,July,July-2015,2
2015-07-07,Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Funding,42.79,2015,7,July,July-2015,1
2015-07-07,Eatlo,Food Delivery platform,,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Angel Funding,0.0,2015,7,July,July-2015,3
2015-07-07,IndiaLends,Financial Tech,,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Funding,0.0,2015,7,July,July-2015,2
2015-07-08,Quinto,Food Discovery App,,Pune,Jaydeep Barman,Angel Funding,0.0,2015,7,July,July-2015,1
